subid,counter,trialtype,percentage,sizeasked,searchtype,chosetarget,choselure,chosendistractor,targetshape,targetcolor,targetsize,targetword,distractorshape1,distractorshape2,distractorsize,date,timestamp,rtsearch,rttest,targetpos,foilpos,lurepos,chosenname,chosensize,attncheckscore
141,6,0,25,false,attncheck,false,false,1,7,red,big,gade,1,4,small,2/20/2020,20:55,17349,6898,6,2,0,stim-images/object1redsmall.jpg,small,"8
"
199,1,5,60,false,samesize,false,false,1,4,green,big,sprock,24,9,small,2/20/2020,20:40,164251,7510,4,1,0,stim-images/object24greenbig.jpg,big,"0
"
199,2,4,80,true,differentsizes,true,false,0,12,green,small,gade,7,18,big,2/20/2020,20:40,9527,4355,4,1,0,stim-images/object12greensmall.jpg,small,"0
"
199,3,3,35,false,differentsizes,true,false,0,19,purple,big,wug,10,6,small,2/20/2020,20:40,7743,3688,5,1,0,stim-images/object19purplebig.jpg,big,"0
"
199,4,6,58,true,samesize,true,false,1,20,blue,small,blicket,15,11,big,2/20/2020,20:41,36519,2411,5,1,0,stim-images/object20bluesmall.jpg,small,"0
"
199,5,2,72,true,contrast,false,true,1,14,blue,big,toma,23,1,small,2/20/2020,20:41,8687,2540,4,6,5,stim-images/object23bluebig.jpg,big,"0
"
199,6,0,72,true,attncheck,false,true,1,14,blue,big,toma,23,1,small,2/20/2020,20:41,8687,2540,4,6,5,stim-images/object23bluebig.jpg,big,"5
"
115,1,6,28,true,samesize,true,false,0,4,purple,big,gade,5,7,small,2/20/2020,18:36,22088,7622,6,2,0,stim-images/object4purplebig.jpg,big,"0
"
115,2,5,36,false,samesize,false,false,1,1,purple,small,toma,22,2,big,2/20/2020,18:37,14183,5567,5,1,0,stim-images/object22purplesmall.jpg,small,"0
"
115,3,4,24,true,differentsizes,true,false,0,14,blue,small,blicket,12,8,big,2/20/2020,18:37,11486,4440,6,3,0,stim-images/object14bluesmall.jpg,small,"0
"
115,4,2,33,true,contrast,false,true,1,24,red,small,sprock,13,10,big,2/20/2020,18:37,11759,3927,4,5,6,stim-images/object13redsmall.jpg,small,"0
"
115,5,3,63,false,differentsizes,false,false,1,23,blue,small,wug,16,21,big,2/20/2020,18:37,15543,3022,4,1,0,stim-images/object16bluebig.jpg,big,"0
"
115,6,0,63,false,attncheck,false,false,1,23,blue,small,wug,16,21,big,2/20/2020,18:37,15543,3022,4,1,0,stim-images/object16bluebig.jpg,big,"7
"
50,1,5,85,false,samesize,false,false,2,7,purple,small,wug,15,23,big,2/20/2020,19:38,27410,15438,6,3,0,stim-images/object23purplesmall.jpg,small,"0
"
50,2,6,30,true,samesize,false,false,2,17,red,big,sprock,2,13,small,2/20/2020,19:39,20628,7718,5,3,0,stim-images/object13redbig.jpg,big,"0
"
50,3,3,90,false,differentsizes,true,false,0,14,purple,small,gade,16,9,big,2/20/2020,19:40,33209,23718,4,3,0,stim-images/object14purplesmall.jpg,small,"0
"
50,4,4,30,true,differentsizes,true,false,0,6,blue,small,toma,19,11,big,2/20/2020,19:40,13000,12215,4,1,0,stim-images/object6bluesmall.jpg,small,"0
"
50,5,2,50,true,contrast,false,true,1,10,purple,big,blicket,3,20,small,2/20/2020,19:40,14190,6497,6,4,5,stim-images/object3purplebig.jpg,big,"0
"
50,6,0,50,true,attncheck,false,true,1,10,purple,big,blicket,3,20,small,2/20/2020,19:40,14190,6497,6,4,5,stim-images/object3purplebig.jpg,big,"8
"
66,1,3,50,false,differentsizes,false,false,1,21,red,small,wug,11,15,big,2/20/2020,20:10,17905,14819,5,1,0,stim-images/object11redbig.jpg,big,"0
"
66,2,2,25,true,contrast,false,true,1,14,red,small,blicket,18,2,big,2/20/2020,20:11,25104,10032,4,5,6,stim-images/object18redsmall.jpg,small,"0
"
66,3,6,50,true,samesize,true,false,0,7,purple,small,gade,17,5,big,2/20/2020,20:11,12776,7276,4,3,0,stim-images/object7purplesmall.jpg,small,"0
"
66,4,5,30,false,samesize,true,false,0,13,purple,small,sprock,12,6,big,2/20/2020,20:11,13154,4964,5,2,0,stim-images/object13purplesmall.jpg,small,"0
"
66,5,4,50,true,differentsizes,true,false,0,1,green,big,toma,19,10,small,2/20/2020,20:12,14797,5092,6,1,0,stim-images/object1greenbig.jpg,big,"0
"
66,6,0,50,true,attncheck,true,false,0,1,green,big,toma,19,10,small,2/20/2020,20:12,14797,5092,6,1,0,stim-images/object1greenbig.jpg,big,"4
"
62,1,4,25,true,differentsizes,false,false,1,16,purple,small,blicket,9,4,big,2/20/2020,20:00,43459,12500,5,3,0,stim-images/object9purplebig.jpg,big,"0
"
62,2,3,70,false,differentsizes,true,false,0,17,red,small,wug,8,19,big,2/20/2020,20:00,12978,9084,6,2,0,stim-images/object17redsmall.jpg,small,"0
"
62,3,5,55,false,samesize,false,false,1,11,red,small,gade,6,14,big,2/20/2020,20:00,13438,8541,5,3,0,stim-images/object6redsmall.jpg,small,"0
"
62,4,2,58,true,contrast,false,true,1,15,purple,small,sprock,22,12,big,2/20/2020,20:01,16163,5022,5,6,4,stim-images/object22purplesmall.jpg,small,"0
"
62,5,6,74,true,samesize,false,false,1,20,red,small,toma,21,1,big,2/20/2020,20:01,8301,3614,6,3,0,stim-images/object21redsmall.jpg,small,"0
"
62,6,0,74,true,attncheck,false,false,1,20,red,small,toma,21,1,big,2/20/2020,20:01,8301,3614,6,3,0,stim-images/object21redsmall.jpg,small,"7
"
131,1,6,33,true,samesize,true,false,0,24,red,big,gade,16,9,small,2/20/2020,20:37,13728,6396,5,2,0,stim-images/object24redbig.jpg,big,"0
"
131,2,4,37,true,differentsizes,true,false,0,18,green,small,wug,13,22,big,2/20/2020,20:37,10107,4059,6,2,0,stim-images/object18greensmall.jpg,small,"0
"
131,3,5,80,false,samesize,false,false,1,17,blue,big,toma,21,20,small,2/20/2020,20:37,10935,2618,5,2,0,stim-images/object21bluebig.jpg,big,"0
"
131,4,2,33,true,contrast,true,false,0,10,green,big,sprock,5,12,small,2/20/2020,20:37,11705,2404,4,5,6,stim-images/object10greenbig.jpg,big,"0
"
131,5,3,79,false,differentsizes,true,false,0,19,red,big,blicket,2,15,small,2/20/2020,20:38,9191,2337,6,2,0,stim-images/object19redbig.jpg,big,"0
"
131,6,0,79,false,attncheck,true,false,0,19,red,big,blicket,2,15,small,2/20/2020,20:38,9191,2337,6,2,0,stim-images/object19redbig.jpg,big,"8
"
71,1,6,19,true,samesize,false,false,1,14,purple,big,wug,19,3,small,2/20/2020,20:36,28700,16679,4,1,0,stim-images/object19purplebig.jpg,big,"0
"
71,2,4,14,true,differentsizes,true,false,0,9,red,big,gade,20,18,small,2/20/2020,20:37,14670,13174,5,1,0,stim-images/object9redbig.jpg,big,"0
"
71,3,5,21,false,samesize,false,false,1,17,green,small,blicket,5,2,big,2/20/2020,20:37,18210,8691,6,1,0,stim-images/object5greensmall.jpg,small,"0
"
71,4,3,100,false,differentsizes,true,false,0,16,purple,small,toma,12,1,big,2/20/2020,20:38,12970,7312,6,2,0,stim-images/object16purplesmall.jpg,small,"0
"
71,5,2,50,true,contrast,false,true,1,8,blue,small,sprock,7,6,big,2/20/2020,20:38,13320,2810,5,6,4,stim-images/object7bluesmall.jpg,small,"0
"
71,6,0,50,true,attncheck,false,true,1,8,blue,small,sprock,7,6,big,2/20/2020,20:38,13320,2810,5,6,4,stim-images/object7bluesmall.jpg,small,"8
"
69,1,3,59,false,differentsizes,false,false,1,7,blue,small,wug,19,20,big,2/20/2020,20:37,46843,23460,6,3,0,stim-images/object19bluebig.jpg,big,"0
"
69,2,4,93,true,differentsizes,false,false,1,23,red,small,toma,24,1,big,2/20/2020,20:39,38589,82857,4,3,0,stim-images/object24redbig.jpg,big,"0
"
69,3,5,61,false,samesize,true,false,0,10,blue,small,sprock,21,5,big,2/20/2020,20:41,17938,101176,4,2,0,stim-images/object10bluesmall.jpg,small,"0
"
69,4,6,57,true,samesize,false,false,2,17,red,big,blicket,12,2,small,2/20/2020,20:48,12739,397806,4,2,0,stim-images/object2redbig.jpg,big,"0
"
69,5,2,59,true,contrast,false,true,1,4,green,big,gade,15,16,small,2/20/2020,20:49,14467,11192,6,5,4,stim-images/object15greenbig.jpg,big,"0
"
69,6,0,59,true,attncheck,false,true,1,4,green,big,gade,15,16,small,2/20/2020,20:49,14467,11192,6,5,4,stim-images/object15greenbig.jpg,big,"5
"
183,1,6,17,true,samesize,true,false,0,22,green,big,blicket,19,14,small,2/20/2020,19:45,17958,7110,4,2,0,stim-images/object22greenbig.jpg,big,"0
"
183,2,2,41,true,contrast,false,true,1,20,red,big,wug,11,17,small,2/20/2020,19:45,11622,3459,4,6,5,stim-images/object11redbig.jpg,big,"0
"
183,3,3,92,false,differentsizes,true,false,0,7,blue,small,sprock,13,2,big,2/20/2020,19:45,10557,5617,6,2,0,stim-images/object7bluesmall.jpg,small,"0
"
183,4,4,26,true,differentsizes,true,false,0,23,red,small,gade,15,10,big,2/20/2020,19:45,10090,3946,6,1,0,stim-images/object23redsmall.jpg,small,"0
"
183,5,5,67,false,samesize,true,false,0,5,blue,big,toma,1,16,small,2/20/2020,19:46,8596,2916,5,1,0,stim-images/object5bluebig.jpg,big,"0
"
183,6,0,67,false,attncheck,true,false,0,5,blue,big,toma,1,16,small,2/20/2020,19:46,8596,2916,5,1,0,stim-images/object5bluebig.jpg,big,"6
"
166,1,4,30,true,differentsizes,true,false,0,3,green,small,wug,15,19,big,2/20/2020,17:38,24624,34512,5,1,0,stim-images/object3greensmall.jpg,small,"0
"
166,2,3,66,false,differentsizes,true,false,0,4,purple,big,blicket,24,17,small,2/20/2020,17:39,18812,9906,5,1,0,stim-images/object4purplebig.jpg,big,"0
"
166,3,6,11,true,samesize,true,false,0,6,red,big,sprock,20,16,small,2/20/2020,17:39,10537,10133,6,2,0,stim-images/object6redbig.jpg,big,"0
"
166,4,5,27,false,samesize,false,false,2,21,green,big,toma,18,22,small,2/20/2020,17:39,10169,6722,5,3,0,stim-images/object22greenbig.jpg,big,"0
"
166,5,2,13,true,contrast,true,false,0,10,red,small,gade,1,14,big,2/20/2020,17:40,9466,6909,5,6,4,stim-images/object10redsmall.jpg,small,"0
"
166,6,0,13,true,attncheck,true,false,0,10,red,small,gade,1,14,big,2/20/2020,17:40,9466,6909,5,6,4,stim-images/object10redsmall.jpg,small,"8
"
173,1,4,47,true,differentsizes,true,false,0,13,green,big,sprock,12,15,small,2/20/2020,17:36,18355,5633,6,3,0,stim-images/object13greenbig.jpg,big,"0
"
173,2,6,33,true,samesize,true,false,0,3,purple,small,toma,22,14,big,2/20/2020,17:37,8695,3149,5,2,0,stim-images/object3purplesmall.jpg,small,"0
"
173,3,2,19,true,contrast,true,false,0,17,blue,small,blicket,8,7,big,2/20/2020,17:37,9338,2909,4,6,5,stim-images/object17bluesmall.jpg,small,"0
"
173,4,5,23,false,samesize,false,false,1,2,purple,small,gade,20,24,big,2/20/2020,17:37,18797,2021,5,1,0,stim-images/object20purplesmall.jpg,small,"0
"
173,5,3,38,false,differentsizes,true,false,0,10,green,big,wug,5,9,small,2/20/2020,17:37,8142,1959,4,2,0,stim-images/object10greenbig.jpg,big,"0
"
173,6,0,38,false,attncheck,true,false,0,10,green,big,wug,5,9,small,2/20/2020,17:37,8142,1959,4,2,0,stim-images/object10greenbig.jpg,big,"7
"
112,1,2,10,true,contrast,true,false,0,4,green,big,toma,9,18,small,2/20/2020,17:55,22776,32787,6,5,4,stim-images/object4greenbig.jpg,big,"0
"
112,2,6,10,true,samesize,false,false,2,12,red,big,gade,16,2,small,2/20/2020,17:56,13043,15097,6,1,0,stim-images/object2redbig.jpg,big,"0
"
112,3,4,10,true,differentsizes,true,false,0,13,green,small,blicket,7,17,big,2/20/2020,17:56,11576,7594,4,3,0,stim-images/object13greensmall.jpg,small,"0
"
112,4,5,20,false,samesize,false,false,1,3,blue,small,wug,24,14,big,2/20/2020,17:57,13967,14111,6,3,0,stim-images/object24bluesmall.jpg,small,"0
"
112,5,3,50,false,differentsizes,true,false,0,22,purple,big,sprock,19,8,small,2/20/2020,17:57,14683,11634,4,1,0,stim-images/object22purplebig.jpg,big,"0
"
112,6,0,50,false,attncheck,true,false,0,22,purple,big,sprock,19,8,small,2/20/2020,17:57,14683,11634,4,1,0,stim-images/object22purplebig.jpg,big,"6
"
105,1,4,36,true,differentsizes,true,false,0,6,red,small,gade,13,10,big,2/20/2020,20:39,12038,6327,6,1,0,stim-images/object6redsmall.jpg,small,"0
"
105,2,3,31,false,differentsizes,true,false,0,1,red,big,wug,15,4,small,2/20/2020,20:39,10004,4007,4,1,0,stim-images/object1redbig.jpg,big,"0
"
105,3,2,14,true,contrast,true,false,0,19,red,small,sprock,18,20,big,2/20/2020,20:39,13705,3711,6,5,4,stim-images/object19redsmall.jpg,small,"0
"
105,4,6,29,true,samesize,false,false,2,3,purple,big,blicket,17,8,small,2/20/2020,20:39,10601,4608,6,2,0,stim-images/object8purplebig.jpg,big,"0
"
105,5,5,80,false,samesize,true,false,0,23,red,big,toma,11,7,small,2/20/2020,20:40,9657,3733,4,1,0,stim-images/object23redbig.jpg,big,"0
"
105,6,0,80,false,attncheck,true,false,0,23,red,big,toma,11,7,small,2/20/2020,20:40,9657,3733,4,1,0,stim-images/object23redbig.jpg,big,"8
"
144,1,3,49,false,differentsizes,false,false,1,4,blue,big,wug,10,9,small,2/20/2020,19:44,55940,6403,6,1,0,stim-images/object10bluesmall.jpg,small,"0
"
144,2,4,80,true,differentsizes,true,false,0,23,green,big,toma,12,8,small,2/20/2020,19:44,11345,2742,5,1,0,stim-images/object23greenbig.jpg,big,"0
"
144,3,2,23,true,contrast,true,false,0,17,green,small,sprock,22,1,big,2/20/2020,19:44,16141,2845,5,6,4,stim-images/object17greensmall.jpg,small,"0
"
144,4,5,72,false,samesize,false,false,1,24,blue,big,blicket,11,7,small,2/20/2020,19:45,9563,17531,4,1,0,stim-images/object11bluebig.jpg,big,"0
"
144,5,6,62,true,samesize,false,false,2,16,green,big,gade,21,2,small,2/20/2020,19:45,30675,3003,6,2,0,stim-images/object2greenbig.jpg,big,"0
"
144,6,0,62,true,attncheck,false,false,2,16,green,big,gade,21,2,small,2/20/2020,19:45,30675,3003,6,2,0,stim-images/object2greenbig.jpg,big,"6
"
159,1,4,25,true,differentsizes,true,false,0,15,purple,small,toma,17,22,big,2/20/2020,19:38,12161,7981,6,3,0,stim-images/object15purplesmall.jpg,small,"0
"
159,2,3,67,false,differentsizes,true,false,0,9,red,big,gade,10,24,small,2/20/2020,19:38,10369,5809,6,2,0,stim-images/object9redbig.jpg,big,"0
"
159,3,2,50,true,contrast,true,false,0,14,red,small,blicket,23,13,big,2/20/2020,19:38,13075,3879,5,6,4,stim-images/object14redsmall.jpg,small,"0
"
159,4,5,70,false,samesize,true,false,0,19,purple,big,wug,11,16,small,2/20/2020,19:39,11564,6145,4,1,0,stim-images/object19purplebig.jpg,big,"0
"
159,5,6,32,true,samesize,false,false,1,18,red,small,sprock,6,20,big,2/20/2020,19:39,12122,2496,6,3,0,stim-images/object6redsmall.jpg,small,"0
"
159,6,0,32,true,attncheck,false,false,1,18,red,small,sprock,6,20,big,2/20/2020,19:39,12122,2496,6,3,0,stim-images/object6redsmall.jpg,small,"7
"
195,1,3,50,false,differentsizes,true,false,0,13,green,big,wug,12,5,small,2/20/2020,17:38,24631,13523,5,2,0,stim-images/object13greenbig.jpg,big,"0
"
195,2,2,50,true,contrast,true,false,0,24,green,big,blicket,6,19,small,2/20/2020,17:38,14646,7287,5,6,4,stim-images/object24greenbig.jpg,big,"0
"
195,3,5,50,false,samesize,false,false,2,2,blue,big,sprock,4,10,small,2/20/2020,17:39,15553,8572,6,3,0,stim-images/object10bluebig.jpg,big,"0
"
195,4,4,50,true,differentsizes,true,false,0,3,green,big,gade,15,16,small,2/20/2020,17:39,13624,8528,6,3,0,stim-images/object3greenbig.jpg,big,"0
"
195,5,6,50,true,samesize,true,false,0,14,blue,big,toma,9,11,small,2/20/2020,17:39,18599,5695,5,1,0,stim-images/object14bluebig.jpg,big,"0
"
195,6,0,50,true,attncheck,true,false,0,14,blue,big,toma,9,11,small,2/20/2020,17:39,18599,5695,5,1,0,stim-images/object14bluebig.jpg,big,"7
"
164,1,2,27,true,contrast,false,true,1,6,blue,small,blicket,5,7,big,2/20/2020,20:40,48292,16593,6,5,4,stim-images/object5bluesmall.jpg,small,"0
"
164,2,3,36,false,differentsizes,true,false,0,14,purple,big,toma,13,23,small,2/20/2020,20:41,70582,3579,6,1,0,stim-images/object14purplebig.jpg,big,"0
"
164,3,5,49,false,samesize,false,false,2,3,purple,big,wug,2,8,small,2/20/2020,20:42,18235,64653,6,3,0,stim-images/object8purplebig.jpg,big,"0
"
164,4,4,25,true,differentsizes,true,false,0,24,blue,big,sprock,10,19,small,2/20/2020,20:43,11321,8745,6,3,0,stim-images/object24bluebig.jpg,big,"0
"
164,5,6,11,true,samesize,true,false,0,4,blue,big,gade,20,18,small,2/20/2020,20:43,10763,2663,5,1,0,stim-images/object4bluebig.jpg,big,"0
"
164,6,0,11,true,attncheck,true,false,0,4,blue,big,gade,20,18,small,2/20/2020,20:43,10763,2663,5,1,0,stim-images/object4bluebig.jpg,big,"7
"
98,1,4,32,true,differentsizes,true,false,0,14,green,big,gade,22,10,small,2/20/2020,20:36,15121,10661,6,3,0,stim-images/object14greenbig.jpg,big,"0
"
98,2,6,51,true,samesize,false,false,1,17,red,big,blicket,15,19,small,2/20/2020,20:36,12311,2659,4,1,0,stim-images/object15redbig.jpg,big,"0
"
98,3,5,26,false,samesize,false,false,1,18,green,big,wug,5,11,small,2/20/2020,20:37,11673,3101,5,2,0,stim-images/object5greenbig.jpg,big,"0
"
98,4,2,26,true,contrast,true,false,0,1,red,small,sprock,13,21,big,2/20/2020,20:37,9186,2871,6,5,4,stim-images/object1redsmall.jpg,small,"0
"
98,5,3,39,false,differentsizes,false,false,1,8,purple,small,toma,16,12,big,2/20/2020,20:38,40145,9433,6,3,0,stim-images/object16purplebig.jpg,big,"0
"
98,6,0,39,false,attncheck,false,false,1,8,purple,small,toma,16,12,big,2/20/2020,20:38,40145,9433,6,3,0,stim-images/object16purplebig.jpg,big,"6
"
74,1,4,55,true,differentsizes,true,false,0,20,purple,big,gade,12,24,small,2/20/2020,20:46,28391,16764,4,1,0,stim-images/object20purplebig.jpg,big,"0
"
74,2,6,35,true,samesize,false,false,2,23,green,big,blicket,11,2,small,2/20/2020,20:47,22989,12834,5,3,0,stim-images/object2greenbig.jpg,big,"0
"
74,3,3,61,false,differentsizes,true,false,0,15,purple,big,toma,21,9,small,2/20/2020,20:48,19389,14131,6,1,0,stim-images/object15purplebig.jpg,big,"0
"
74,4,2,25,true,contrast,false,true,1,17,red,small,sprock,19,10,big,2/20/2020,20:48,14301,6126,5,6,4,stim-images/object19redsmall.jpg,small,"0
"
74,5,5,95,false,samesize,false,false,2,16,purple,small,wug,4,1,big,2/20/2020,20:48,11555,10790,4,1,0,stim-images/object1purplesmall.jpg,small,"0
"
74,6,0,95,false,attncheck,false,false,2,16,purple,small,wug,4,1,big,2/20/2020,20:48,11555,10790,4,1,0,stim-images/object1purplesmall.jpg,small,"7
"
24,1,5,55,false,samesize,true,false,0,11,purple,big,wug,1,12,small,2/20/2020,20:39,14873,5283,4,2,0,stim-images/object11purplebig.jpg,big,"0
"
24,2,4,80,true,differentsizes,true,false,0,9,blue,big,toma,16,20,small,2/20/2020,20:40,12131,4287,5,3,0,stim-images/object9bluebig.jpg,big,"0
"
24,3,2,50,true,contrast,true,false,0,18,green,small,sprock,2,21,big,2/20/2020,20:40,10611,5230,4,5,6,stim-images/object18greensmall.jpg,small,"0
"
24,4,3,54,false,differentsizes,true,false,0,13,green,big,gade,8,3,small,2/20/2020,20:40,10478,3956,4,1,0,stim-images/object13greenbig.jpg,big,"0
"
24,5,6,50,true,samesize,true,false,0,22,blue,big,blicket,5,19,small,2/20/2020,20:41,11006,7945,4,3,0,stim-images/object22bluebig.jpg,big,"0
"
24,6,0,50,true,attncheck,true,false,0,22,blue,big,blicket,5,19,small,2/20/2020,20:41,11006,7945,4,3,0,stim-images/object22bluebig.jpg,big,"8
"
128,1,4,20,true,differentsizes,true,false,0,17,purple,big,gade,15,8,small,2/20/2020,17:53,10574,29575,4,3,0,stim-images/object17purplebig.jpg,big,"0
"
128,2,6,15,true,samesize,false,false,1,13,purple,big,blicket,5,16,small,2/20/2020,17:54,12077,8895,4,2,0,stim-images/object5purplebig.jpg,big,"0
"
128,3,3,80,false,differentsizes,false,false,1,11,purple,big,sprock,2,7,small,2/20/2020,17:54,12183,6631,5,2,0,stim-images/object2purplesmall.jpg,small,"0
"
128,4,2,40,true,contrast,false,true,1,6,green,small,toma,22,23,big,2/20/2020,17:54,10968,8800,5,4,6,stim-images/object22greensmall.jpg,small,"0
"
128,5,5,75,false,samesize,false,false,2,9,purple,big,wug,19,21,small,2/20/2020,17:55,15007,5967,6,2,0,stim-images/object21purplebig.jpg,big,"0
"
128,6,0,75,false,attncheck,false,false,2,9,purple,big,wug,19,21,small,2/20/2020,17:55,15007,5967,6,2,0,stim-images/object21purplebig.jpg,big,"8
"
99,1,5,54,false,samesize,false,false,2,3,red,big,gade,13,5,small,2/20/2020,21:00,15842,16615,6,2,0,stim-images/object5redbig.jpg,big,"0
"
99,2,3,63,false,differentsizes,true,false,0,6,red,big,sprock,17,1,small,2/20/2020,21:00,13296,3474,6,1,0,stim-images/object6redbig.jpg,big,"0
"
99,3,4,58,true,differentsizes,true,false,0,10,red,small,blicket,22,7,big,2/20/2020,21:01,15367,1873,5,1,0,stim-images/object10redsmall.jpg,small,"0
"
99,4,6,60,true,samesize,false,false,1,8,purple,small,toma,12,20,big,2/20/2020,21:01,11836,2024,5,3,0,stim-images/object12purplesmall.jpg,small,"0
"
99,5,2,69,true,contrast,false,true,1,16,purple,big,wug,24,18,small,2/20/2020,21:01,7652,1985,6,4,5,stim-images/object24purplebig.jpg,big,"0
"
99,6,0,69,true,attncheck,false,true,1,16,purple,big,wug,24,18,small,2/20/2020,21:01,7652,1985,6,4,5,stim-images/object24purplebig.jpg,big,"5
"
137,1,3,81,false,differentsizes,true,false,0,8,blue,big,gade,7,23,small,2/20/2020,21:23,18490,9704,5,1,0,stim-images/object8bluebig.jpg,big,"0
"
137,2,4,30,true,differentsizes,true,false,0,22,red,big,sprock,17,10,small,2/20/2020,21:23,17005,5981,4,1,0,stim-images/object22redbig.jpg,big,"0
"
137,3,5,46,false,samesize,true,false,0,15,purple,small,blicket,24,13,big,2/20/2020,21:24,13164,3314,6,3,0,stim-images/object15purplesmall.jpg,small,"0
"
137,4,2,28,true,contrast,false,true,1,1,red,big,toma,3,14,small,2/20/2020,21:24,9207,4418,5,6,4,stim-images/object3redbig.jpg,big,"0
"
137,5,6,20,true,samesize,true,false,0,6,blue,big,wug,9,16,small,2/20/2020,21:24,10747,2336,4,1,0,stim-images/object6bluebig.jpg,big,"0
"
137,6,0,20,true,attncheck,true,false,0,6,blue,big,wug,9,16,small,2/20/2020,21:24,10747,2336,4,1,0,stim-images/object6bluebig.jpg,big,"5
"
60,1,3,76,false,differentsizes,false,false,1,23,blue,big,toma,3,12,small,2/20/2020,17:37,21760,19248,5,3,0,stim-images/object3bluesmall.jpg,small,"0
"
60,2,5,100,false,samesize,false,false,2,19,purple,small,wug,11,14,big,2/20/2020,17:38,18352,4778,4,3,0,stim-images/object14purplesmall.jpg,small,"0
"
60,3,4,52,true,differentsizes,true,false,0,24,purple,big,gade,9,13,small,2/20/2020,17:38,19073,2624,4,3,0,stim-images/object24purplebig.jpg,big,"0
"
60,4,2,52,true,contrast,false,true,1,22,purple,big,blicket,17,15,small,2/20/2020,17:39,13990,5638,4,6,5,stim-images/object17purplebig.jpg,big,"0
"
60,5,6,50,true,samesize,true,false,0,18,blue,big,sprock,21,16,small,2/20/2020,17:39,13453,3688,5,2,0,stim-images/object18bluebig.jpg,big,"0
"
60,6,0,50,true,attncheck,true,false,0,18,blue,big,sprock,21,16,small,2/20/2020,17:39,13453,3688,5,2,0,stim-images/object18bluebig.jpg,big,"7
"
153,1,3,41,false,differentsizes,true,false,0,3,red,big,gade,17,16,small,2/20/2020,21:42,27304,11431,6,2,0,stim-images/object3redbig.jpg,big,"0
"
153,2,5,33,false,samesize,false,false,2,20,purple,small,blicket,7,21,big,2/20/2020,21:42,25533,7732,6,2,0,stim-images/object21purplesmall.jpg,small,"0
"
153,3,4,20,true,differentsizes,true,false,0,15,purple,big,wug,23,24,small,2/20/2020,21:43,22501,4725,5,3,0,stim-images/object15purplebig.jpg,big,"0
"
153,4,2,64,true,contrast,true,false,0,19,green,small,sprock,22,5,big,2/20/2020,21:43,14016,5716,4,5,6,stim-images/object19greensmall.jpg,small,"0
"
153,5,6,56,true,samesize,false,false,1,11,blue,small,toma,9,1,big,2/20/2020,21:44,35302,8886,6,3,0,stim-images/object9bluesmall.jpg,small,"0
"
153,6,0,56,true,attncheck,false,false,1,11,blue,small,toma,9,1,big,2/20/2020,21:44,35302,8886,6,3,0,stim-images/object9bluesmall.jpg,small,"8
"
157,1,5,66,false,samesize,true,false,0,20,purple,big,toma,17,4,small,2/20/2020,21:00,15857,6220,4,3,0,stim-images/object20purplebig.jpg,big,"0
"
157,2,6,90,true,samesize,true,false,0,14,red,small,sprock,24,10,big,2/20/2020,21:00,9446,2324,5,1,0,stim-images/object14redsmall.jpg,small,"0
"
157,3,4,57,true,differentsizes,true,false,0,12,purple,small,blicket,1,7,big,2/20/2020,21:01,58151,1235,4,3,0,stim-images/object12purplesmall.jpg,small,"0
"
157,4,2,97,true,contrast,false,true,1,2,purple,big,gade,18,16,small,2/20/2020,21:01,14032,3396,6,5,4,stim-images/object18purplebig.jpg,big,"0
"
157,5,3,72,false,differentsizes,true,false,0,15,blue,big,wug,6,5,small,2/20/2020,21:02,15228,10689,6,2,0,stim-images/object15bluebig.jpg,big,"0
"
157,6,0,72,false,attncheck,true,false,0,15,blue,big,wug,6,5,small,2/20/2020,21:02,15228,10689,6,2,0,stim-images/object15bluebig.jpg,big,"5
"
146,1,2,25,true,contrast,false,true,1,6,green,small,wug,14,12,big,2/20/2020,19:37,17192,15071,4,6,5,stim-images/object14greensmall.jpg,small,"0
"
146,2,3,100,false,differentsizes,true,false,0,2,red,small,sprock,11,18,big,2/20/2020,19:38,20314,11312,6,1,0,stim-images/object2redsmall.jpg,small,"0
"
146,3,6,40,true,samesize,false,false,1,21,blue,big,toma,24,23,small,2/20/2020,19:38,17338,10769,6,1,0,stim-images/object24bluebig.jpg,big,"0
"
146,4,4,55,true,differentsizes,true,false,0,1,blue,big,blicket,13,15,small,2/20/2020,19:38,14710,8647,6,1,0,stim-images/object1bluebig.jpg,big,"0
"
146,5,5,65,false,samesize,true,false,0,7,blue,small,gade,3,22,big,2/20/2020,19:39,13917,6045,5,1,0,stim-images/object7bluesmall.jpg,small,"0
"
146,6,0,65,false,attncheck,true,false,0,7,blue,small,gade,3,22,big,2/20/2020,19:39,13917,6045,5,1,0,stim-images/object7bluesmall.jpg,small,"6
"
107,1,2,46,true,contrast,true,false,0,12,purple,small,sprock,21,18,big,2/20/2020,17:40,40598,51173,5,4,6,stim-images/object12purplesmall.jpg,small,"0
"
107,2,4,40,true,differentsizes,true,false,0,6,purple,small,blicket,9,13,big,2/20/2020,17:41,15694,7074,6,1,0,stim-images/object6purplesmall.jpg,small,"0
"
107,3,6,56,true,samesize,true,false,0,11,purple,small,gade,22,17,big,2/20/2020,17:41,14055,4369,6,1,0,stim-images/object11purplesmall.jpg,small,"0
"
107,4,5,19,false,samesize,false,false,2,14,red,small,wug,23,20,big,2/20/2020,17:41,15362,4027,4,3,0,stim-images/object20redsmall.jpg,small,"0
"
